sample_id,split,label,label_id,parent_call_id,source_id,source_dataset,source_audio_path,audio_path,start_sec,end_sec,duration_sec,text,qa_status,qa_flags,is_augmented,augmentation,call_type,original_sample_id,original_split
train_normal_00011,train,normal,0,D60_J91_S00000714,D60_J91_S00000714_seg001,aihub,data\normal_aihub\prepared_diverse\audio\D60_J91_S00000714\D60_J91_S00000714_seg001.wav,audio/normal/train_normal_00011.wav,0.0,15.533,15.533,"n/ 네, 고객님. 중앙교육의 이진혁 상담원입니다. n/ 안녕하세요, 결제 때문에 전화드렸어요. n/ 분당 살 때 중앙교육 학습지 몇 년 (했었고요)/(해씄구요). 지금은 학습지 이용 안 하고 (있거든요)/(있그든요). 그리고 저희 서초로 이사도 했고요. n/ 네, 고객님.",SOURCE_TEXT,,False,,D60_J91,normal_source_00177,unassigned
train_normal_00012,train,normal,0,D60_J91_S00000714,D60_J91_S00000714_seg003,aihub,data\normal_aihub\prepared_diverse\audio\D60_J91_S00000714\D60_J91_S00000714_seg003.wav,audio/normal/train_normal_00012.wav,0.0,17.088,17.088,"n/ 네, 알아본 결과 학습 종료가 안 된 걸로 나와있습니다. n/ 학습 종료가 안 됐다고요? 저희 저번에 분명히 끝내고 (이사)/(이차*)까지 했는데요? 네, 죄송합니다. 선생님하고 (어떻게)/(어뜨케) 이야기가 됐길래 학습 종료가 안 돼요? 어/ 알아보고 처리해 드리겠습니다.",SOURCE_TEXT,,False,,D60_J91,normal_source_00179,unassigned
train_normal_00013,train,normal,0,D60_J91_S00000743,D60_J91_S00000743_seg007,aihub,data\normal_aihub\prepared_diverse\audio\D60_J91_S00000743\D60_J91_S00000743_seg007.wav,audio/normal/train_normal_00013.wav,0.0,15.317,15.317,n/ 저희 이사 오고 나서 바로는 결제가 안 됐어요. 그러고 (1달)/(한 달) 지나서 갑자기 결제되는 게 좀 이상하지 않아요? 계속 결제됐으면 모르겠는데 갑자기 승인 뜨니까 놀랐다고요. 죄송합니다. 확인 후 처리드리도+ 처리해 드리겠습니다.,SOURCE_TEXT,,False,,D60_J91,normal_source_00203,unassigned
train_normal_00014,train,normal,0,D60_J91_S00000773,D60_J91_S00000773_seg003,aihub,data\normal_aihub\prepared_diverse\audio\D60_J91_S00000773\D60_J91_S00000773_seg003.wav,audio/normal/train_normal_00014.wav,0.0,15.168,15.168,"네, 알아본 결과 학습 종료가 안 된 걸로 나와 있습니다. n/ n/ 학습이 종료가 안 됐다고요? 저희 저번+ 저번에 분명히 끝내고 이사까지 했는데요. 죄송합니다. n/ 선생님하고 어떻게 이야기가 됐길래 학습 종료가 안 돼요?",SOURCE_TEXT,,False,,D60_J91,normal_source_00220,unassigned
train_normal_00015,train,normal,0,D60_J91_S00000794,D60_J91_S00000794_seg006,aihub,data\normal_aihub\prepared_diverse\audio\D60_J91_S00000794\D60_J91_S00000794_seg006.wav,audio/normal/train_normal_00015.wav,0.0,15.093,15.093,n/ 저희 이사하고 나서 바로는 결제가 안 됐어요. n/ 그러고 (1달)/(한 달) 지나서 갑자기 결제되는 게 (좀)/(쫌) 이상하지 않아요? 계속 결제됐으면 모르겠는데 갑자기 승인 뜨니까 놀랐다고요. n/ 죄송합니다. 확인 후 처리해 드리겠습니다. n/ 환불은 얼마나 걸리는데요?,SOURCE_TEXT,,False,,D60_J91,normal_source_00235,unassigned
train_normal_00016,train,normal,0,D60_J91_S00000850,D60_J91_S00000850_seg002,aihub,data\normal_aihub\prepared_diverse\audio\D60_J91_S00000850\D60_J91_S00000850_seg002.wav,audio/normal/train_normal_00016.wav,0.0,17.514,17.514,"n/ 알아보겠습니다. n/ 네, 빨리 알아봐 주세요. 그때 분명히 선생님하고도 잘 인사했고 마치고 끝냈는데 갑자기 결제 문자 와서 놀랐거든요. n/ 네, 알아본 결과 학습 종료가 안 된 걸로 나와있습니다. n/ 학습이 종료가 안 (됐다고요)/(됐다구요)? 저희 저번에 분명히 끝내고 이사까지 했는데요?",SOURCE_TEXT,,False,,D60_J91,normal_source_00252,unassigned
train_normal_00017,train,normal,0,D60_J91_S00001018,D60_J91_S00001018_seg017,aihub,data\normal_aihub\prepared_diverse\audio\D60_J91_S00001018\D60_J91_S00001018_seg017.wav,audio/normal/train_normal_00017.wav,0.0,13.828,13.828,"n/ 원하시는 강의에 원하는 날짜만큼 선택할 수 있습니다. n/ 네, 확인 감사합니다. n/ 추가적인 문의 사항 있으면 언제든지 문의 부탁드립니다. 쉐어링 스터디 상담사 홍길동이었습니다. 감사합니다.",SOURCE_TEXT,,False,,D60_J91,normal_source_00276,unassigned
train_normal_00018,train,normal,0,D60_J91_S00001018,D60_J91_S00001018_seg002,aihub,data\normal_aihub\prepared_diverse\audio\D60_J91_S00001018\D60_J91_S00001018_seg002.wav,audio/normal/train_normal_00018.wav,0.0,15.503,15.503,"n/ 가입할 때 필수 말고 선택인 회원 약관이 있는데 제가 어제는 회원가입을 급하게 하느라고 n/ u/ 같은데, 맞나요? 약관 동의 여부 체크를 먼저 확인하겠습니다. n/ 네+ 네, 아마 제가 다 동의한다고 표시했는데 한 거 같거든요?",SOURCE_TEXT,,False,,D60_J91,normal_source_00261,unassigned
train_normal_00019,train,normal,0,D60_J91_S00001029,D60_J91_S00001029_seg017,aihub,data\normal_aihub\prepared_diverse\audio\D60_J91_S00001029\D60_J91_S00001029_seg017.wav,audio/normal/train_normal_00019.wav,0.0,13.885,13.885,n/ 원하시는 강의에 원하는 날짜만큼 선택할 수 있습니다. n/ 네+ 네. 확인 감사합니다. b/ n/ 추가적인 문의사항 있으시면 언제든지 문의 부탁드립니다. 쉐어링 스터디 상담사 홍길동이었습니다. 감사합니다.,SOURCE_TEXT,,False,,D60_J91,normal_source_00293,unassigned
train_normal_00020,train,normal,0,D60_J91_S00001066,D60_J91_S00001066_seg020,aihub,data\normal_aihub\prepared_diverse\audio\D60_J91_S00001066\D60_J91_S00001066_seg020.wav,audio/normal/train_normal_00020.wav,0.0,13.256,13.256,원하시는 강의에 원하는 날짜만큼 선택할 수 있습니다. 네네 확인 감사합니다. n/ 추가적인 문의 사항 있으면 언제든지 문의 부탁드립니다. 쉐어링 스터디 상담사 홍길동이었습니다. 감사합니다.,SOURCE_TEXT,,False,,D60_J91,normal_source_00330,unassigned
train_normal_00021,train,normal,0,D60_J91_S00001112,D60_J91_S00001112_seg018,aihub,data\normal_aihub\prepared_diverse\audio\D60_J91_S00001112\D60_J91_S00001112_seg018.wav,audio/normal/train_normal_00021.wav,0.0,14.557,14.557,"n/ 원하시는 강의에 원하는 날짜만큼 선택할 수 있습니다. n/ 네, 네, 확인 감사합니다. n/ 추가적인 무며+ 문의 사항 있으면 언제든지 문의 부탁드립니다. 쉐어링 스터디 상담사 홍길동이었습니다. 감사합니다.",SOURCE_TEXT,,False,,D60_J91,normal_source_00348,unassigned
train_normal_00022,train,normal,0,D60_J91_S00001157,D60_J91_S00001157_seg017,aihub,data\normal_aihub\prepared_diverse\audio\D60_J91_S00001157\D60_J91_S00001157_seg017.wav,audio/normal/train_normal_00022.wav,0.0,10.647,10.647,"n/ 원하시는 강의 원하는 날짜 맞게 선택할 수 있습니다. n/ 네+ 네, 확인 감사합니다. n/ 추가적인 문의사항 있으면 언제든지 문의 부탁드립니다. b/ 쉐어링 스터디 상담원 홍길동이었습니다.",SOURCE_TEXT,,False,,D60_J91,normal_source_00382,unassigned
train_normal_00023,train,normal,0,D60_J91_S00001185,D60_J91_S00001185_seg016,aihub,data\normal_aihub\prepared_diverse\audio\D60_J91_S00001185\D60_J91_S00001185_seg016.wav,audio/normal/train_normal_00023.wav,0.0,12.885,12.885,"원하시는 강의에 원하는 날짜만큼 선택할 수 있습니다. n/ 아/ 네+ 네, 감사해요. 추가적인 문의 사항 있으면 언제든지 문의 부탁드립니다. 쉐어링 스터디 상담사 홍길동이었습니다. 감사합니다.",SOURCE_TEXT,,False,,D60_J91,normal_source_00398,unassigned
train_normal_00024,train,normal,0,D60_J91_S00001232,D60_J91_S00001232_seg008,aihub,data\normal_aihub\prepared_diverse\audio\D60_J91_S00001232\D60_J91_S00001232_seg008.wav,audio/normal/train_normal_00024.wav,0.0,14.073,14.073,"n/ 가격 할인 이벤트나 신규 강의 같은 혜택도 전달받기 어렵나요? n/ 네, 동의해 주시지 않으면 어렵습니다. n/ 아/ 그러면 그 끝만 별도로 동의할게요. n/ 네, 고객님. 수정하겠습니다.",SOURCE_TEXT,,False,,D60_J91,normal_source_00406,unassigned
train_normal_00025,train,normal,0,D60_J91_S00001265,D60_J91_S00001265_seg017,aihub,data\normal_aihub\prepared_diverse\audio\D60_J91_S00001265\D60_J91_S00001265_seg017.wav,audio/normal/train_normal_00025.wav,0.0,12.611,12.611,"n/ 원하시는 강의에 원하는 날짜만큼 선택할 수 있습니다. n/ 네네, 확인 감사합니다. n/ 추가적인 문의 사항 있으면 언제든지 문의 부탁드립니다. 쉐어링 스터디 상담사 홍길동이었습니다. 감사합니다.",SOURCE_TEXT,,False,,D60_J91,normal_source_00453,unassigned
train_normal_00026,train,normal,0,D60_J91_S00001307,D60_J91_S00001307_seg017,aihub,data\normal_aihub\prepared_diverse\audio\D60_J91_S00001307\D60_J91_S00001307_seg017.wav,audio/normal/train_normal_00026.wav,0.0,12.311,12.311,"n/ 원하시는 강의에 원하는 날짜만큼 선택할 수 있습니다. n/ 네+ 네, 확인 감사합니다. n/ 추가적인 문의사항이 있으면 언제든지 문의 부탁드립니다. 쉐어링 스터디 상담사 홍길동이었습니다. 감사합니다.",SOURCE_TEXT,,False,,D60_J91,normal_source_00470,unassigned
train_normal_00027,train,normal,0,D60_J91_S00001401,D60_J91_S00001401_seg013,aihub,data\normal_aihub\prepared_diverse\audio\D60_J91_S00001401\D60_J91_S00001401_seg013.wav,audio/normal/train_normal_00027.wav,0.0,15.087,15.087,"그럼 이거 교재나 강의는 따로 선택할 수 있나요? 아직 많은 강의를 결제한 건 아니고, (1)/(하나) 들어보고 나서 연간 회원권으로 바꿀까 하는데 저는 지금 제가 들을 강의의 교재랑 이 강의에 대한 (7일)/(칠 일) 이용권이 필요한 거라서",SOURCE_TEXT,,False,,D60_J91,normal_source_00483,unassigned
train_normal_00028,train,normal,0,D60_J91_S00001485,D60_J91_S00001485_seg003,aihub,data\normal_aihub\prepared_diverse\audio\D60_J91_S00001485\D60_J91_S00001485_seg003.wav,audio/normal/train_normal_00028.wav,0.0,15.217,15.217,바꾸고 싶은 부분이 그 마케팅 활용 관련해서 제 정보가 다른 곳에 전달되는 그 약관에 동의하지 않는다고 바꾸고 싶거든요. 쉐어링 스터디 가입할 때 적었던 제 정보를 다른 곳에는 제공하고 싶지 않아서. 이걸 제일 먼저 확인해주시겠어요?,SOURCE_TEXT,,False,,D60_J91,normal_source_00491,unassigned
train_normal_00029,train,normal,0,D60_J91_S00001793,D60_J91_S00001793_seg012,aihub,data\normal_aihub\prepared_diverse\audio\D60_J91_S00001793\D60_J91_S00001793_seg012.wav,audio/normal/train_normal_00029.wav,0.0,15.04,15.04,혹시 추천인을 중복으로 추천 가능할까요? 저한테 이거 추천한 친구가 여러 명이라서 친구 각각 다 적으면 강의 교재 적은 아이디 수만큼 저한테 교재 배송되나요? 중복은 해당되지 않습니다.,SOURCE_TEXT,,False,,D60_J91,normal_source_00516,unassigned
train_normal_00030,train,normal,0,D60_J91_S00001855,D60_J91_S00001855_seg008,aihub,data\normal_aihub\prepared_diverse\audio\D60_J91_S00001855\D60_J91_S00001855_seg008.wav,audio/normal/train_normal_00030.wav,0.0,11.492,11.492,n/ 그러셨나요? n/ 어쨌든 뭐 써놨다는데 안 읽은 내 잘못이죠. 탈퇴 처리라도 정확히 해주세요. n/ 혹시 나중에 재가입할 때 문제 되는 건 아닌가요? n/ 알겠습니다. 수고하세요. n/ 감사합니다.,SOURCE_TEXT,,False,,D60_J91,normal_source_00530,unassigned
train_normal_00031,train,normal,0,D60_J91_S00001915,D60_J91_S00001915_seg008,aihub,data\normal_aihub\prepared_diverse\audio\D60_J91_S00001915\D60_J91_S00001915_seg008.wav,audio/normal/train_normal_00031.wav,0.0,15.029,15.029,"n/ 링크 눌러서 인증 부탁드립니다. n/ 네, 했어요, 이제 다 된 건가요? 더 이상 번거롭게 하지 않았으면 좋겠네요. n/ 하루정도 소요됩니다. n/ 알겠어요, 화내서 미안해요. 내가 아가씨한테 뭐라는 게 아니고. 입장 바꿔서 생각해보면 아가씨 같으면 화 안 나겠어요? n/ 죄송합니다.",SOURCE_TEXT,,False,,D60_J91,normal_source_00538,unassigned
train_normal_00032,train,normal,0,D60_J91_S00001926,D60_J91_S00001926_seg001,aihub,data\normal_aihub\prepared_diverse\audio\D60_J91_S00001926\D60_J91_S00001926_seg001.wav,audio/normal/train_normal_00032.wav,0.0,15.062,15.062,"n/ 야 (너도)/(너두) 입니다. n/ 저/ 민지영 선생님 강의 없어졌나요? n/ 아/ 전 그분 강의 들으려고 가입했던 건데. 다시 안 하시는 건가요? n/ 그렇습니다. n/ 그럼 저 탈퇴할래요, 탈퇴 어떻게 해요? n/ 홈페이지에서 가능합니다.",SOURCE_TEXT,,False,,D60_J91,normal_source_00540,unassigned
train_normal_00033,train,normal,0,D60_J91_S00001978,D60_J91_S00001978_seg006,aihub,data\normal_aihub\prepared_diverse\audio\D60_J91_S00001978\D60_J91_S00001978_seg006.wav,audio/normal/train_normal_00033.wav,0.0,15.023,15.023,"n/ 그리고 경쟁사인 (C1)/(씨 원) 스쿨은 강의를 얼마나 들었든 남은 부분에 대해선 환불을 해주던데 여긴 왜 안 해줘요? 하다못해 에도윌이나 메가스터디도 다 환불해 줘요. 왜 여기만 못 해주는 거예요? 네, 죄송합니다.",SOURCE_TEXT,,False,,D60_J91,normal_source_00555,unassigned
train_normal_00034,train,normal,0,D60_J91_S00002037,D60_J91_S00002037_seg003,aihub,data\normal_aihub\prepared_diverse\audio\D60_J91_S00002037\D60_J91_S00002037_seg003.wav,audio/normal/train_normal_00034.wav,0.0,15.744,15.744,원래는 귀찮아서 그냥 한 번에 설치되도록 통합 설치된 한데 그 과정에서 저번에 노트북이 많이 늦어졌거든요 그래서 선택 설치를 안 했어요 어차피 필수로 해야 하는 것만 했으면 상관없는거죠 필수는 다 하신 건가요?,SOURCE_TEXT,,False,,D60_J91,normal_source_00562,unassigned
train_normal_00035,train,normal,0,D60_J91_S00002037,D60_J91_S00002037_seg005,aihub,data\normal_aihub\prepared_diverse\audio\D60_J91_S00002037\D60_J91_S00002037_seg005.wav,audio/normal/train_normal_00035.wav,0.0,16.831,16.831,네 그렇습니다 혹시 노트북이 아니라 그냥 피씨에서는되거나 그런건 없나요 사양 문제라든지 용량 문제라든지 그런 건 전혀 없는 건가요 그런가 하면 다른 방법을 시도해 보려구요 n/ 그럼 제가 지금 다시 (1번)/(한 번) 확인해 볼게요? 잠시만요.,SOURCE_TEXT,,False,,D60_J91,normal_source_00564,unassigned
train_normal_00036,train,normal,0,D60_J91_S00002077,D60_J91_S00002077_seg005,aihub,data\normal_aihub\prepared_diverse\audio\D60_J91_S00002077\D60_J91_S00002077_seg005.wav,audio/normal/train_normal_00036.wav,0.0,15.974,15.974,죄송합니다 아 됐어요 그럼 다 필요 없어요 동떨어져서 안 쓸라니까 그냥 탈퇴할테니까 탈퇴시켜주세요 홈페이지에서 직접 진행 가능하십니다 아니 내가 또 홈페이지 로그인 하고 그래야 돼요 왜 이렇게 사람을 번거롭게요 그렇게 해주세요 직접 하셔야 됩니다,SOURCE_TEXT,,False,,D60_J91,normal_source_00574,unassigned
train_normal_00037,train,normal,0,D60_J91_S00002125,D60_J91_S00002125_seg010,aihub,data\normal_aihub\prepared_diverse\audio\D60_J91_S00002125\D60_J91_S00002125_seg010.wav,audio/normal/train_normal_00037.wav,0.0,10.453,10.453,그렇군요 감사합니다 자 그럼 제가 한번 더 시도해 보고 그때도 안 되면 또 문의 전화 드릴게요 네 감사합니다한국학원 김 민 씨였습니다,SOURCE_TEXT,,False,,D60_J91,normal_source_00586,unassigned
train_normal_00038,train,normal,0,D60_J91_S00002125,D60_J91_S00002125_seg005,aihub,data\normal_aihub\prepared_diverse\audio\D60_J91_S00002125\D60_J91_S00002125_seg005.wav,audio/normal/train_normal_00038.wav,0.0,16.06,16.06,그럼 제가 지금 다시 한번 확인해 볼게요 잠시만요 제가 지금 노트북 켰고요 똑같이 동영상 강의 시작하도록 진행해볼게요 로그인 하고 다운받은 목록으로 들어가서 플레이 버튼 누르는거 맞죠 네 맞습니다,SOURCE_TEXT,,False,,D60_J91,normal_source_00581,unassigned
train_normal_00039,train,normal,0,D60_J91_S00002141,D60_J91_S00002141_seg008,aihub,data\normal_aihub\prepared_diverse\audio\D60_J91_S00002141\D60_J91_S00002141_seg008.wav,audio/normal/train_normal_00039.wav,0.0,15.08,15.08,n/ 이런 문구가 뜨는 거면 제 노트북에 어떤 문제가 있는 것이 아니라 (인강)/(인깡) 홈페이지 쪽 문제 있는 거 아닌가요? 아니면 혹시 선택 설치까지 전부 다 설치해야 되는 건가요? 불안해서 그건 싫은데요. 왜 이런 거죠?,SOURCE_TEXT,,False,,D60_J91,normal_source_00594,unassigned
train_normal_00040,train,normal,0,D60_J91_S00002141,D60_J91_S00002141_seg005,aihub,data\normal_aihub\prepared_diverse\audio\D60_J91_S00002141\D60_J91_S00002141_seg005.wav,audio/normal/train_normal_00040.wav,0.0,20.544,20.544,그럼 제가 지금 다시 한번 확인해 볼게요 잠시만요 네 제가 지금 노트북 켰고요 똑같이 동영상 강의 시작하도록 진행해볼게요 로그인하고 다운 받은 목록은 들어가서 플레이 버튼 누르는거 맞죠 네 맞습니다 토의 육백 번 강의인데 지금 제일 첫번째 강의 오리엔테이션 강의 플레이버튼 누를게요,SOURCE_TEXT,,False,,D60_J91,normal_source_00591,unassigned
train_normal_00041,train,normal,0,D60_J91_S00002189,D60_J91_S00002189_seg006,aihub,data\normal_aihub\prepared_diverse\audio\D60_J91_S00002189\D60_J91_S00002189_seg006.wav,audio/normal/train_normal_00041.wav,0.0,15.397,15.397,죄송합니다 n/ 아유/ 됐어요. 그럼 다 필요없어요. 저 여기 정 떨어져서 안 쓸라니까 그냥 탈퇴하니까 탈퇴시켜주세요. 홈페이지에서 직접 가능합니다 아니 내가 또 홈페이지에 로그인하고 그래야 돼요 왜 이렇게 사람을 번거롭게 해요 그냥 여기로 해주세요,SOURCE_TEXT,,False,,D60_J91,normal_source_00623,unassigned
train_normal_00042,train,normal,0,D60_J91_S00002216,D60_J91_S00002216_seg001,aihub,data\normal_aihub\prepared_diverse\audio\D60_J91_S00002216\D60_J91_S00002216_seg001.wav,audio/normal/train_normal_00042.wav,0.0,15.124,15.124,야 너두입니다. 저 @민지영 선생님 강의 없으셨나요. 그 분 강의 들으려고 가입했던건데 다시 안하시는 건가요 그렇습니다 그럼 저 (탈퇴)/(타이트) 할래요. 탈퇴 어떻게 해요. 홈페이지에서 가능합니다 탈퇴하면 남아있는 수강 금액 다 환불 가능한거죠 바로 들어오나요,SOURCE_TEXT,,False,,D60_J91,normal_source_00646,unassigned
train_normal_00043,train,normal,0,D60_J91_S00002274,D60_J91_S00002274_seg001,aihub,data\normal_aihub\prepared_diverse\audio\D60_J91_S00002274\D60_J91_S00002274_seg001.wav,audio/normal/train_normal_00043.wav,0.0,15.064,15.064,안녕하세요 상담사 김윤수입니다 n/ 안녕하세요. u/ 인터넷 강의 듣고있는데 문의 드리려고 전화 드렸어요. n/ 제가 노트북에서 지금 들으라고 하는데 강의를 들으려면 해당 프로그램을 설치해야 되더라고요.,SOURCE_TEXT,,False,,D60_J91,normal_source_00680,unassigned
train_normal_00044,train,normal,0,D60_J91_S00002288,D60_J91_S00002288_seg005,aihub,data\normal_aihub\prepared_diverse\audio\D60_J91_S00002288\D60_J91_S00002288_seg005.wav,audio/normal/train_normal_00044.wav,0.0,15.168,15.168,그리고 경쟁사인 시원스쿨은 강의를 얼마나 들었든 남은 부분에 대해서는 환불해주던데 여기는 왜 안 해줘요? 하다못해 에듀월이나 메가스터디도 다 환불해줘요. 왜 여기만 못해 준다는 거예요? 죄송합니다,SOURCE_TEXT,,False,,D60_J91,normal_source_00694,unassigned
train_normal_00045,train,normal,0,D60_J91_S00002302,D60_J91_S00002302_seg001,aihub,data\normal_aihub\prepared_diverse\audio\D60_J91_S00002302\D60_J91_S00002302_seg001.wav,audio/normal/train_normal_00045.wav,0.0,15.211,15.211,야너두 입니다. n/ 저/ @민지영 선생님 강의 없어졌나요? 아 전 그분 강의들으려고 가입했던건데 다시 안하시는건가요 그렇습니다 그럼 저 탈퇴할래요 탈퇴 어떻게 해요 홈페이지에서 가능합니다,SOURCE_TEXT,,False,,D60_J91,normal_source_00699,unassigned
train_normal_00046,train,normal,0,D60_J91_S00002317,D60_J91_S00002317_seg002,aihub,data\normal_aihub\prepared_diverse\audio\D60_J91_S00002317\D60_J91_S00002317_seg002.wav,audio/normal/train_normal_00046.wav,0.0,15.392,15.392,"n/ 네, 설치를 전부 다 하셨나요? n/ 네, 뜨는 거 다 설치했고요, 필수설치랑 선택설치 이렇게 총 (4개)/(네 개)인가 뜨던데 저는 필수 설치만 다운로드 했거든요. 통합설치를 누르면 전부 한꺼번에 설치가 되는데 저는 필수설치하는 요소만 설치했어요.",SOURCE_TEXT,,False,,D60_J91,normal_source_00709,unassigned
