text,label,type,has_url,source,review_status,reviewer,review_note
"[Web발신]
[헬시케어스토어] 
식사대용 생식/다이어트용 슬림생식/기능성 비타민 및 칼슘 제품 등 각종 건강식품을 할인판매 중입니다.
고객님의 체질과 환경에 따른 맞춤 추천 가능합니다! 
섭취방법 및 건강상담도 병행하니 언제든지 문의주세요! 

무료거부080-877-6543",normal,정상광고프로모션,False,real_collected_v4,APPROVED,pearseona,실수집 광고성 정상 문자. 오탐 집중 구간 보강(#89)
"[Web발신]
김*수님! 안녕하세요? 그 동안 건강 하셨는지요?
지난달 구입하신 건강기능식품은 잘 드시고 계신지 관리차 연락드렸습니다.
소개해주신 이*진님을 통해서 효과를 보고있으시다는 얘기는 전해들었습니다.
구입하신 녹용홍삼진액은 온가족이 함께 먹을 수 있어 특히 구매가 많은 제품입니다!
사포닌 성분이 피로회복에 도움이 되므로 3개월 이상 꾸준히 드셔보시고 몸 상태에 따라 1일 횟수 또는 섭취 갯수를 조절하시면 됩니다. 
그러면 한달에 5만원의 저렴한 가격으로 건강관리를 계속하실 수 있습니다.
문의가 있으시면 언제든지 연락주세요. 다시 한번 구매 감사드립니다. 항상 건강하세요~ *^^*",normal,정상광고프로모션,False,real_collected_v4,APPROVED,pearseona,실수집 광고성 정상 문자. 오탐 집중 구간 보강(#89)
"[Web발신]
※여름건강식품※
 ※ 빅세일 ※

홍삼골드   30%↓
오메가3    20%↓
건강식품전품목

이 기회를 놓치지 마세요!
선착순 100분께
비타민C를 증정합니다.",normal,정상광고프로모션,False,real_collected_v4,APPROVED,pearseona,실수집 광고성 정상 문자. 오탐 집중 구간 보강(#89)
"[Web발신]
안녕하세요, 고객님! 
양배추즙, 브로콜리즙, 배즙, 양파즙, 호박즙 등 각종 건강즙을 취급하고 있는 즙나라입니다. 현재 전제품 2+1행사 진행중입니다. 프리미엄 유기농 제품도 있으니 문의주세요! *^^*",normal,정상광고프로모션,False,real_collected_v4,APPROVED,pearseona,실수집 광고성 정상 문자. 오탐 집중 구간 보강(#89)
"[Web발신]
박*호님! 안녕하십니까?
저희 웰빙식품에서는 5월 20일~5월 22일까지 하나로마트 앞에서 오후 2시부터 4시까지 발효도라지차의 시음회를 실시하오니 많은 관심 부탁 드립니다.
발효도라지차는 국내에서만 자생하는 도라지를 특별 가공한 차로 우리 인체 내부에 쌓여 있는 노폐물을 배설시켜 줍니다. 한 잔으로도 그 놀라운 효과를 볼 수 있는 다이어트용 차입니다. 특히 변비로 고생하시는 분들께는 기분 좋은 나날을 약속 드립니다.
그럼 박*호님, 기쁨과 행복이 가득하시기 바랍니다.",normal,정상광고프로모션,False,real_collected_v4,APPROVED,pearseona,실수집 광고성 정상 문자. 오탐 집중 구간 보강(#89)
"[Web발신]
웰빙가족음료!!

무안 황토 양파즙!!

100포=>30,000원
200포=>55,000원

☆ 양파의 효능
→ 지방과 콜레스테롤을 녹여 동맥경화, 고지혈증에 도움
→ 피를 맑게 하여 혈압을 떨어 뜨리고 심장병을 예방
→ 혈당치 낮추는 횩과가 뛰어 당뇨병에 도움
→ 간의 해독작용으로 피로회복, 숙취효과에 탁월
→ 칼슘이 풍부하여 성장호로몬과 같은 효능
→ 단백질 함량 풍부로 다이어트 효과에 탁월

배즙, 호박즙, 포도즙 등 다양한 즙이 준비되어 있습니다.

문의및주문
☎ 02-3421-8890
천수건강식품",normal,정상광고프로모션,False,real_collected_v4,APPROVED,pearseona,실수집 광고성 정상 문자. 오탐 집중 구간 보강(#89)
"[Web발신]
[고려홍삼 할인행사]

사랑하는 아내, 남편에게 고려홍삼으로 마음을 전하세요!
사랑하는 부모님께 고려홍삼으로 마음을 전하세요! 효도세트는 10% 추가할인됩니다! 

농축액과 홍삼순액을 저렴하게 살 수 있는 올해 마지막 기회!

진한맛을 느끼면서 사랑과 건강을 나누세요~",normal,정상광고프로모션,False,real_collected_v4,APPROVED,pearseona,실수집 광고성 정상 문자. 오탐 집중 구간 보강(#89)
"[Web발신]
내일을 위해 늘 열심히 일하시는 최*훈님의 모습을 생각하며 이 글을 시작합니다.
최*훈님! 안녕하십니까?
어제 구입하신 천마진액은 최*훈님께 꼭 어울리는 현명한 선택이었습니다. 꾸준히 드셔서 건강을 되찾기 소망합니다.
참으로 인연이란 묘한가 봅니다. 한 통의 전화가 판매로 이어지고 또 그 인연이 또 다른 판매로 이어졌으니 말입니다. 저를 소개한 친구 분이신 정*호님과도 첫 전화 만남으로 고객이 되셨습니다. 앞으로 자주 연락을 드리며 상담해드리겠습니다.
그럼, 최*훈님! 늘 새로운 기운으로 정진하시기를 바라며 꼭 좋은 일만 생기세요. 파이팅!^^",normal,정상광고프로모션,False,real_collected_v4,APPROVED,pearseona,실수집 광고성 정상 문자. 오탐 집중 구간 보강(#89)
"[Web발신]
(광고)정원건강
설맞이 할인 이벤트
상품에 따라 최저 20~최대 50%까지 할인해 드립니다.
구매 금액에 따라 푸짐한 사은품도 증정되니 마음에 드시는 걸로 선택해서 받아가세요~ *^^*

기간 : 1월 15일~ 1월 28일
품목 : 전제품
할인율 : 20~50%

다가오는 설 명절에는 사랑하는 가족, 친구, 지인분들께 건강을 선물하세요!
항상 감사합니다~ *^^*

무료거부080-999-1234",normal,정상광고프로모션,False,real_collected_v4,APPROVED,pearseona,실수집 광고성 정상 문자. 오탐 집중 구간 보강(#89)
"[Web발신]
식이요법 무료 강좌 오픈! 
10일부터 3일간 오전/오후 타임으로 나뉘어 진행됩니다. 
방문하셔서 다양한 샘플과 함께 건강정보도 많이 얻어가세요~ ^^ 

오픈은 10일 오전 9시 30분입니다!
문의사항이 있으시면 매장으로 연락주세요.
02-789-1234",normal,정상광고프로모션,False,real_collected_v4,APPROVED,pearseona,실수집 광고성 정상 문자. 오탐 집중 구간 보강(#89)
"[Web발신]
자연과 환경 중심의 바른식품은 외길인생 장인정신으로 식품문화의 질적향상을 위하여 노력해왔으며, 좋은 재료만을 엄선하여 혼을 담은 정직한 식품을 생산하여 세계 식품문화를 선도하는 일류 기업이 되도록 항상 노력 하겠습니다.

- 바른식품",normal,정상광고프로모션,False,real_collected_v4,APPROVED,pearseona,실수집 광고성 정상 문자. 오탐 집중 구간 보강(#89)
"[Web발신]
안녕하세요? 나눔몰 고객 여러분^^ 

:○:  ♪ ////
 ''   ＼(^^*)♬

싱그런 8월의 첫날입니다. 이제 장마도 끝나구 본격적인 무더위와 함께 바캉스의 계절이 시작되었습니다. 아마 오늘부터 휴가 가시는 분들 꽤 많으실 텐데요. 
전국의 고속도로가 이제부터 몸살을 앓게 되겠네요. 
혹시 회원님들 중에 알뜰 피서법 알고 계신 분들 비법 좀 알려주세요^^ 
활기찬 주말과 함께 즐거운 휴가 보내시기 바랍니다.",normal,기타정상,False,real_collected_v4,APPROVED,pearseona,실수집 정상 문자 중 판촉이 아닌 안내(#89)
"[Web발신]
강*민 님 안녕하세요!
  
항상 저희 뷰티샵에 보여주신 따뜻한 관심과 애정에 깊은 감사를 드립니다.
 
녹음이 짙어지는 5월! 뷰티샵 홈페이지에서는 피부관리 100배 즐기기 Festival이 진행중입니다!
 
알찬 서비스 이용과 함께 푸짐한 상품도 받아가시는 행운의 기쁨을 누려보세요~ *^^*",normal,정상광고프로모션,False,real_collected_v4,APPROVED,pearseona,실수집 광고성 정상 문자. 오탐 집중 구간 보강(#89)
"[Web발신]
안녕하세요!
리빙마트 입니다. 고객님의 사랑에 깊이 감사드립니다.

6월을 맞아 VIP회원님들께 특별할인쿠폰을 준비했습니다.

구매시 제시하시면 할인해 드리도록 하겠습니다.

행사기간중에 꼭한번 방문해주시기 바랍니다.

감사합니다.^^",normal,정상광고프로모션,False,real_collected_v4,APPROVED,pearseona,실수집 광고성 정상 문자. 오탐 집중 구간 보강(#89)
"[Web발신]
시원함이 더욱 그리워지는 계절에 멎진 휴가 계획은 세우셨나요?

항상 최고의 제품과 만족스런 서비스로 회원님과 함께 할 것을 약속 드리며, 앞으로도 웰빙하우스에 지속적인 관심과 애정을 부탁 드립니다.",normal,기타정상,False,real_collected_v4,APPROVED,pearseona,실수집 정상 문자 중 판촉이 아닌 안내(#89)
"[Web발신]
안녕하세요. 한샘몰 고객여러분. 한샘몰 관리자입니다.

다름이 아니오라 저희 한샘몰 관련 내부 시스템의 대규모 업그레이드 및 백업 작업으로 인해 한샘몰 서비스의 이용이 잠시 중단됨을 알려 드립니다. 
이 작업시간 동안 로그인을 하실 수는 없지만, 일반적인 안내 서비스 및 사이버자동답변/FAQ 서비스는 이용 가능합니다.
고객님께서는 아래의 시스템 작업 시간을 양지하셔서 이용에 착오 없으시길 바랍니다.

[작업 내용 및 일시]
1. 한샘몰 시스템 백업: 5월 20일(화) 02:00 ~ 06:00
2. 내부 시스템 대규모 업그레이드: 5월 20일(화) 00:00 ~ 5월 20일(화) 07:00

위에서 알려 드린 제반 작업으로 인해 고객님의 서비스 이용에 불편을 드리게 된 점 대단히 죄송스럽게 생각하며, 보다 나은 서비스 제공을 위해 앞으로도 더욱 노력하겠습니다.

감사합니다.",normal,기타정상,False,real_collected_v4,APPROVED,pearseona,실수집 정상 문자 중 판촉이 아닌 안내(#89)
"[Web발신]
이*수님, 안녕하세요! 예지원뷰티샵입니다^^

문자를 받으시는 분에 한하여 회원대상 20% DC가 됩니다!

행사기간 중에 방문하시어 결제시 제시하면 할인됩니다.

""아름다움을 가꾸는 것은 취미요, 아름다움을 유지하는 것은 나 자신이다."" 라는 말처럼 겨울철 거칠어진 피부관리 받으시러 나오세요!

감사합니다!",normal,정상광고프로모션,False,real_collected_v4,APPROVED,pearseona,실수집 광고성 정상 문자. 오탐 집중 구간 보강(#89)
"[Web발신]
고객님, 저희 상품을 구매해 주셔서 정말 감사합니다! 사용하시면서불편한 점이 있으시면 꼭 연락주세요~

상품의 판매자이기보다는 언제든지 찾을 수 있는 좋은 사람이고 싶습니다.

좋은 하루 보내시고요. 꼭 다시 방문해주세요~",normal,기타정상,False,real_collected_v4,APPROVED,pearseona,실수집 정상 문자 중 판촉이 아닌 안내(#89)
"[Web발신]
[재방문시 10% 추가할인쿠폰 발급!]

안녕하세요. 온누리몰입니다.

풍성한 가을, 감사의 뜻으로 온누리몰을 이용중인 고객님이 재방문하실 경우 현재 할인혜택에 추가로 10% 더 할인 받을 수 있는 쿠폰을 발급해 드렸습니다.
꼭 활용하셔서 더 많은 혜택을 받으세요. 감사합니다~",normal,정상광고프로모션,False,real_collected_v4,APPROVED,pearseona,실수집 광고성 정상 문자. 오탐 집중 구간 보강(#89)
"[Web발신]
★★패션아울렛 매장알림

항상 패션아울렛 매장을 이용하여 주셔서 감사합니다!

다음 주 신상품 대량입하 예정입니다. 박*영 고객님께서는 이달까지 이용가능하신 포인트가 있으시니 참고하시고 꼭 들러주세요. ^^

-패션아울렛-",normal,정상광고프로모션,False,real_collected_v4,APPROVED,pearseona,실수집 광고성 정상 문자. 오탐 집중 구간 보강(#89)
"[Web발신]
초대의 글

한독바이오 신제품 발표회에 초대합니다.

오는 12월 10일 한독바이오 역사상 최고의 제품인 황금단 신제품 발표회를 개최합니다.


행사안내
1. 본행사는 무료이나 좌석이 한정되어 있사오니, 사전등록을 서둘러 주십시오.
2. 주차권과 점심식사는 제공되지 않습니다.
3. 참석자 전원을 대상으로 푸짐한 경품 추첨 및 설문지 제출자를 위한 전체 기념품을 드립니다.
4. 행사 문의는 고객센터로 연락주시기 바랍니다.
고객센터: 02-543-9800",normal,정상광고프로모션,False,real_collected_v4,APPROVED,pearseona,실수집 광고성 정상 문자. 오탐 집중 구간 보강(#89)
"[Web발신]
안녕하세요! 핫요가앤필라테스 입니다! 오늘부터 6월 15일까지 재등록 이벤트기간입니다!

재등록회원을 대상으로 풍성한 혜택을 준비했으니 궁금한 사항있으시면 전화주세요!",normal,정상광고프로모션,False,real_collected_v4,APPROVED,pearseona,실수집 광고성 정상 문자. 오탐 집중 구간 보강(#89)
"[Web발신]
새로운 무배당건강보험상품이 나왔습니다.
자세한 혜택이 궁금하시면 연락주십시요. 

- 동양생명보험

오늘 하루도 수많은 사람들의 삶이 시작 되었습니다.
그 속에서 당신의하루가 빛나기를 바랍니다.
건강하세요.",normal,정상광고프로모션,False,real_collected_v4,APPROVED,pearseona,실수집 광고성 정상 문자. 오탐 집중 구간 보강(#89)
"[Web발신]
[우리은행] 
스마트폰 이용고객을 위한 특별한 혜택! 
★ 입출금 내역 무료통지 스마트폰 앱 “우리WON뱅킹” 가입안내★

‘우리WON뱅킹' 앱을 설치하시면 입출금내역 즉시 확인 및 다양한 금융정보를 무료로 제공받을 수 있습니다
 
다운로드 주소 : 아래 주소를 누르면 바로 연결됩니다
 ☞ https://m.wooribank.com/app

무료거부080-365-1004",normal,정상광고프로모션,True,real_collected_v4,APPROVED,pearseona,실수집 광고성 정상 문자. 오탐 집중 구간 보강(#89)
"[Web발신]
[교보생명]
[긴급]통원비 축소확정★*환절기때 잘걸리는 비염,중이염,기관지염 통원비
10월부터 제외 확정*
우리아이사랑명작플러스~ 부담없는 2-3만원대로 암도최고 1억, 갈때마다, 남여주요질환+재해+안과질환+치과=1만원/한방,양방구분없이 해외보장,부인과질환,군대사고보장,자녀분이 독립하실시점 30세때 만기환급금 500만원환급해드리고, 종신보험,연금보험전환가능,이보장그대로 더저렴한 금액으로 80세까지 보장선택가능합니다. 응급실내원진료비 3만원! 국내어린이보험 7년연속시리즈1위!! 
*교보생명 강*민 팀장 
1544-6007(내선3번) 
축소되기전 상담 서두르세요
교보FC 강*민
[무료거부080-800-4567]",normal,정상광고프로모션,False,real_collected_v4,APPROVED,pearseona,실수집 광고성 정상 문자. 오탐 집중 구간 보강(#89)
"[Web발신]
[국민은행] [행신]
★ 여성고객님을 위한 특별한 이벤트 ★ 여성고객님께서 적금 또는 적립식펀드 가입하시고 이벤트 응모하시면 매월 25분 추첨하여 문화공연 초대권 2매 발송해드립니다. 목돈마련과 행운을 잡아보세요♬. 궁금한 사항은 지점으로 전화주시면 상담해드리겠습니다. 행복한 하루 시작하세요.♬ 행신지점 직원일동♡
무료거부080-023-8800",normal,정상광고프로모션,False,real_collected_v4,APPROVED,pearseona,실수집 광고성 정상 문자. 오탐 집중 구간 보강(#89)
"[Web발신]
신한은행
특판 정기예금출시!!

1000억 한정!!
12개월 3.8%
24개월 4.1%

이 기회를 놓치지 마세요!",normal,정상광고프로모션,False,real_collected_v4,APPROVED,pearseona,실수집 광고성 정상 문자. 오탐 집중 구간 보강(#89)
"[Web발신]
장기종합!! 
신적립형골프보험!!! 


(1)가입대상 ; 대한민국내에 거주하는 내/외국인의 아마츄어 골퍼(프로골퍼는 제외)

(2)상품특징
1.골퍼의 다양한 위험보장
-골프장내 사고로 인한 사망,후유장애,의료비,골프용품 손해, 배상책임손해와 홀인원 축하비용 및 일상생활중의 상해손해까지 보상해 드립니다.
2.목돈마련도 가능
-납입보험료의 대부분이 만기환급금으로 지급되므로 목돈마련이 가능하며, 이를 새 골프채 구입에 유용하게 활용할 수 있습니다.
3.골프장내 상해사고시는 5배보상
-골프장내 상해사고시는 보험가입금액의 5배액을 보상해 드립니다.
4.홀인원(HOLE IN ONE) 축하비용 지급
-골프경기중에 홀인원을 행하였을 경우에는 가입유형에 따라, 최고 300만원까지 축하비용을 지급해 드립니다.
5.몇번의 사고라도보상
-한번의 사고로 80%이하의 후유장애가 여러번 발생하더라도 보험가입금액은 감액되지 않고 몇번이라도 보상해 드립니다.
6.보험료 소득공제 혜택
-만기 환급되는 금액이 납입보험료(월납기준)를 초과하지 않은 보험으로서 보험료를 부담하는 주체가 기업 또는 단체가 아닌 가계에서 부담하는 보험계약에 대하여는 근로소득 연말정산시 연50만원까지 소득공제 혜택을 받을 수 있습니다.

(3)상품내용
1.기본계약 내용
-상해손해는 갑작스런 외래사고로 골퍼 본인이 신체를 다치는손해를 입은 경우에 보상해줍니다.
-골프용품 손해
-배상책임 손해
-홀인원 비용
-만기환급금
2.선택계약 내용
-의료비 손해확장
-골프용품 손해확장
-생활 유지비


삼성화재해상보험
FP 김*수",normal,정상광고프로모션,False,real_collected_v4,APPROVED,pearseona,실수집 광고성 정상 문자. 오탐 집중 구간 보강(#89)
"[Web발신]
소중한 우리 아이를 위한 선택!

★우리아이안심공제★

-어린이 질병보장!
-산모 출산 보장
-골절 진단비
-깁스 치료비

상담문의 010-3456-7890",normal,정상광고프로모션,False,real_collected_v4,APPROVED,pearseona,실수집 광고성 정상 문자. 오탐 집중 구간 보강(#89)
"[Web발신]
한화생명 즉시연금보험

즉시연금보험 가입하고 평생 안정적인 수입을 매월 정기저긍로 보장받으세요.

한화생명",normal,정상광고프로모션,False,real_collected_v4,APPROVED,pearseona,실수집 광고성 정상 문자. 오탐 집중 구간 보강(#89)
"[Web발신]
새로운 암보험 상품이 나왔습니다.

자세한 혜택이 궁금하시면 연락주십시요. 

- DB손해보험

오늘 하루도 수많은 사람들의 삶이시작되었습니다.

그 속에서 당신의하루가 빛나기를바랍니다.",normal,정상광고프로모션,False,real_collected_v4,APPROVED,pearseona,실수집 광고성 정상 문자. 오탐 집중 구간 보강(#89)
"[Web발신]
[하나은행] [행신]
★환전만 해도 혜택이 가득★ 최대 우대환율은 기본, 다양한 부가서비스 선택, 푸짐한 선물까지~~ 
올해 여름휴가 환전계획은 하나은행 행신지점에서 준비하세요~ 
행신지점 김*진 대리
무료거부080-002-1111",normal,정상광고프로모션,False,real_collected_v4,APPROVED,pearseona,실수집 광고성 정상 문자. 오탐 집중 구간 보강(#89)
"[Web발신]
가장 완벽한 보장을 위한 첫걸음 !!!

                               
◈7천만 안심 장기종합 보험◈

1.한 장의 증권으로 모든 위험(ALL RISK)을 담보
-상 해: 일반상해, 교통상해, 주말교통상해, 특정여가활동중 상해
-생활보장: 의료비, 임시생활비
-배상책임: 일상생활 배상책임
-질병: 질병사망, 일반암, 특정암
-재물: 주택화재, 가재도난
-가족담보: 일반상해, 교통상해, 주말교통상해, 의료비

2.만기시 기납입보험료(기본계약 + 선택계약) 전액환급
-만기환급금은 할인전 보험료를 기준으로 계산하여 산출한 금액을 지급함.
-이자만으로 모든위험 보장

3.계약자에게 알맞은 자유설계가능

4.보험료 할인혜택
-가족계약 : 가족담보해당보험료의 3%할인
-자동이체 : 합계보험료의 1%할인
-단체계약 : 합계보험료의 1%할인


010-9876-5432",normal,정상광고프로모션,False,real_collected_v4,APPROVED,pearseona,실수집 광고성 정상 문자. 오탐 집중 구간 보강(#89)
"[Web발신]
[ 안전운전 ]

늘 60Km로 편안하고 안전하게!
    
  
      ┏━┓
 88=┏┛▒┗┓
888=┗⊙━⊙┛
                   
믿을수있는 기업!
동부화재 보험가입!
믿고 맏겨만 주세요~^^ 시내 전국 달려갑니다.

스피드 대리운전",normal,정상광고프로모션,False,real_collected_v4,APPROVED,pearseona,실수집 광고성 정상 문자. 오탐 집중 구간 보강(#89)
"[Web발신]
전국적인 음주단속의 날!!! 선 예약해 주시면 5분 대기조가 준비됩니다. 언제든지 불러주십시오. 친절하게 모시겠습니다~ 

☏1600-3344☏",normal,정상광고프로모션,False,real_collected_v4,APPROVED,pearseona,실수집 광고성 정상 문자. 오탐 집중 구간 보강(#89)
"[Web발신]
☆스타 대리운전
 ┏━┓
 ┃O ┃二二二⊃
 ┗━┛
가시는 댁까지 편안하게 모시겠습니다! 

100% 안전운행 보장합니다!

전 지역 15분이내 도착, 귀하를 가족같이 안전하게 모시겠습니다.",normal,정상광고프로모션,False,real_collected_v4,APPROVED,pearseona,실수집 광고성 정상 문자. 오탐 집중 구간 보강(#89)
"[Web발신]
┏대리운전━┓
┃┏━━━┓┃
┗┫ⓞ①①┣┛
┏┛③②⑤┗┓
┃ ⑤⑥③② ┃

명품 대리운전★

연락주시면 바로 달려갑니다! 

당신의 안전한 귀가길을 책임지겠습니다^^

전화주세요~ 1577-0114",normal,정상광고프로모션,False,real_collected_v4,APPROVED,pearseona,실수집 광고성 정상 문자. 오탐 집중 구간 보강(#89)
"[Web발신]
<카카오 대리운전>

최*우님 편안하게 들어가셨습니까? 다음 이용시에는 10%할인됩니다. 연말까지 10회 이용시 블랙박스 증정 이벤트도 진행중이니 참고하셔서 많은 이용바랍니다. 감사합니다.",normal,정상광고프로모션,False,real_collected_v4,APPROVED,pearseona,실수집 광고성 정상 문자. 오탐 집중 구간 보강(#89)
"[Web발신]
[김대리운전]

성원에 진심으로 감사드리며 항상 가정에 행복이 가득하시기를 기원합니다.

변함없는 서비스로 다가가는 김대리운전이 되겟습니다!

많이 애용해주세요! 1588-4949",normal,정상광고프로모션,False,real_collected_v4,APPROVED,pearseona,실수집 광고성 정상 문자. 오탐 집중 구간 보강(#89)
"[Web발신]
한잔 후 오늘도 불러주시고 내일도 불러주시면 참 좋겠습니다. 몸과 마음 모두 충전되는 주말되세요~ 

◆보험등록◆ 
◆친절교육◆

☏1600-8282☏",normal,정상광고프로모션,False,real_collected_v4,APPROVED,pearseona,실수집 광고성 정상 문자. 오탐 집중 구간 보강(#89)
"[Web발신]
화이팅! 대리운전

##1544-2080##

  편   ┌──┐
  하┌┘▧▧└┐
  게└◎──◎┘
  모시겠습니다.

-카드,핸드폰 결제가능
-24시간 콜센터
-10%포인트 적립
-범칙금 전액보상
-법인계산서발행
-외국어가능(영,중,일)

24시간 전국 어디서나 국내 최저가!! 택시비 보다 싸다!!!",normal,정상광고프로모션,False,real_collected_v4,APPROVED,pearseona,실수집 광고성 정상 문자. 오탐 집중 구간 보강(#89)
"[Web발신]
(광고)끌레르에스테틱
1. 피부가 예민해지는 환절기, 진정 케어가 필요할 때!
레드스킨 진정관리 50분 5만원

2. 여름 대비 모공관리를 시작할 때!
피지/블랙헤드 집중 케어 1회 4만원, 3회 이상 시술 시 리프팅 마사지 추가 제공

! 예약 필수 ! 
카톡 플친 추가 시 샘플 증정 

무료거부080-850-2233",normal,정상광고프로모션,False,real_collected_v4,APPROVED,pearseona,실수집 광고성 정상 문자. 오탐 집중 구간 보강(#89)
"[Web발신]
(광고)준오헤어
새롭게 변신한 준오헤어에서 최신 유행 스타일로 변신해 보세요^^

※ 30%특별할인쿠폰

결제시 문자를 제시해 주시요~

컷: 15,000원~
일반펌: 45,000원~
천연펌: 65,000원~
염색: 50,000원~

무료거부080-999-5566",normal,정상광고프로모션,False,real_collected_v4,APPROVED,pearseona,실수집 광고성 정상 문자. 오탐 집중 구간 보강(#89)
"[Web발신]
(광고)네일갤러리
봄맞이 BIG이벤트

손/발관리 속눈썹연장

※ 이벤트 ※
1. 회원권 구매시 추가 적립 및 사은품 증정
2. 2인동반 예약시 10% 할인

무료거부080-333-2211",normal,정상광고프로모션,False,real_collected_v4,APPROVED,pearseona,실수집 광고성 정상 문자. 오탐 집중 구간 보강(#89)
